,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
612,USA_CSV0000000000035902__17.csv,USA_CSV0000000000034607.csv,29,85,0.7456140350877193,USA,114
616,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__11.csv,10,39,0.7959183673469388,USA,49
619,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__13.csv,10,39,0.7959183673469388,USA,49
621,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__10.csv,10,39,0.7959183673469388,USA,49
623,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__5.csv,16,47,0.746031746031746,USA,63
624,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__6.csv,16,47,0.746031746031746,USA,63
625,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__2.csv,15,49,0.765625,USA,64
626,USA_CSV0000000000035902__17.csv,USA_CSV0000000000035902__4.csv,16,47,0.746031746031746,USA,63
628,USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__13.csv,12,41,0.7735849056603774,USA,53
629,USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__17.csv,12,41,0.7735849056603774,USA,53
630,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__26.csv,10,39,0.7959183673469388,USA,49
631,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__28.csv,10,39,0.7959183673469388,USA,49
633,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__24.csv,10,39,0.7959183673469388,USA,49
635,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__1.csv,13,48,0.7868852459016393,USA,61
641,USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__29.csv,13,47,0.7833333333333333,USA,60
644,USA_CSV0000000000034882__22.csv,USA_CSV0000000000033847__24.csv,14,43,0.7543859649122807,USA,57
650,USA_CSV0000000000034882__22.csv,USA_CSV0000000000033847__28.csv,14,43,0.7543859649122807,USA,57
652,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__10.csv,11,27,0.7105263157894737,USA,38
658,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__26.csv,10,37,0.7872340425531915,USA,47
667,USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__27.csv,13,47,0.7833333333333333,USA,60
669,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__6.csv,11,27,0.7105263157894737,USA,38
670,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__28.csv,10,37,0.7872340425531915,USA,47
671,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__24.csv,10,37,0.7872340425531915,USA,47
672,USA_CSV0000000000034882__22.csv,USA_CSV0000000000034882__11.csv,11,27,0.7105263157894737,USA,38
676,USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__8.csv,12,42,0.7777777777777778,USA,54
678,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__9.csv,16,38,0.7037037037037037,USA,54
679,USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__24.csv,13,48,0.7868852459016393,USA,61
680,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__13.csv,10,39,0.7959183673469388,USA,49
681,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__8.csv,16,38,0.7037037037037037,USA,54
682,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__7.csv,16,38,0.7037037037037037,USA,54
683,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__17.csv,10,39,0.7959183673469388,USA,49
684,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__6.csv,16,38,0.7037037037037037,USA,54
686,USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__9.csv,12,42,0.7777777777777778,USA,54
687,USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__6.csv,12,42,0.7777777777777778,USA,54
690,USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__24.csv,18,44,0.7096774193548387,USA,62
691,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__26.csv,15,48,0.7619047619047619,USA,63
692,USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__27.csv,19,42,0.6885245901639344,USA,61
693,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__27.csv,15,48,0.7619047619047619,USA,63
694,USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__28.csv,19,42,0.6885245901639344,USA,61
695,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__25.csv,15,48,0.7619047619047619,USA,63
696,USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__26.csv,19,42,0.6885245901639344,USA,61
697,USA_CSV0000000000034882__13.csv,USA_CSV0000000000037101__25.csv,19,42,0.6885245901639344,USA,61
698,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__8.csv,10,39,0.7959183673469388,USA,49
700,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__7.csv,10,39,0.7959183673469388,USA,49
701,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__1.csv,16,47,0.746031746031746,USA,63
704,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__0.csv,16,47,0.746031746031746,USA,63
705,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__9.csv,10,39,0.7959183673469388,USA,49
707,USA_CSV0000000000035902__15.csv,USA_CSV0000000000034192.csv,27,89,0.7672413793103449,USA,116
708,USA_CSV0000000000035902__15.csv,USA_CSV0000000000034607.csv,29,85,0.7456140350877193,USA,114
712,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__11.csv,10,39,0.7959183673469388,USA,49
714,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__3.csv,16,47,0.746031746031746,USA,63
715,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__2.csv,15,49,0.765625,USA,64
716,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__5.csv,16,47,0.746031746031746,USA,63
718,USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,16,47,0.746031746031746,USA,63
724,USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,13,45,0.7758620689655172,USA,58
725,USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,13,45,0.7758620689655172,USA,58
726,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,14,44,0.7586206896551724,USA,58
727,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,14,44,0.7586206896551724,USA,58
728,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,15,43,0.7413793103448276,USA,58
729,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__21.csv,10,37,0.7872340425531915,USA,47
730,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__5.csv,15,43,0.7413793103448276,USA,58
731,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__20.csv,10,37,0.7872340425531915,USA,47
732,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__27.csv,14,44,0.7586206896551724,USA,58
733,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__2.csv,15,43,0.7413793103448276,USA,58
734,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__3.csv,15,43,0.7413793103448276,USA,58
735,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__0.csv,15,43,0.7413793103448276,USA,58
738,USA_CSV0000000000033847__14.csv,USA_CSV0000000000033847__29.csv,16,41,0.7192982456140351,USA,57
739,USA_CSV0000000000033847__14.csv,USA_CSV0000000000033847__6.csv,13,45,0.7758620689655172,USA,58
740,USA_CSV0000000000033847__14.csv,USA_CSV0000000000033847__27.csv,16,41,0.7192982456140351,USA,57
742,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__25.csv,10,39,0.7959183673469388,USA,49
746,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__7.csv,15,46,0.7540983606557377,USA,61
754,USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__13.csv,10,39,0.7959183673469388,USA,49
756,USA_CSV0000000000035902__16.csv,USA_CSV0000000000035902__10.csv,10,39,0.7959183673469388,USA,49
757,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__9.csv,12,40,0.7692307692307693,USA,52
770,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__24.csv,16,34,0.68,USA,50
773,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__28.csv,16,34,0.68,USA,50
777,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__26.csv,16,34,0.68,USA,50
778,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__29.csv,16,34,0.68,USA,50
781,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__27.csv,16,34,0.68,USA,50
783,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__8.csv,12,40,0.7692307692307693,USA,52
784,USA_CSV0000000000037101__17.csv,USA_CSV0000000000033847__7.csv,12,40,0.7692307692307693,USA,52
785,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__2.csv,12,38,0.76,USA,50
796,USA_CSV0000000000037101__17.csv,USA_CSV0000000000034882__4.csv,14,39,0.7358490566037735,USA,53
801,USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__29.csv,12,44,0.7857142857142857,USA,56
802,USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__24.csv,12,44,0.7857142857142857,USA,56
818,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__9.csv,15,46,0.7540983606557377,USA,61
819,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__19.csv,17,48,0.7384615384615385,USA,65
821,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__18.csv,17,48,0.7384615384615385,USA,65
822,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__20.csv,17,48,0.7384615384615385,USA,65
823,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__3.csv,18,43,0.7049180327868853,USA,61
824,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__2.csv,18,43,0.7049180327868853,USA,61
825,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__1.csv,18,43,0.7049180327868853,USA,61
827,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__21.csv,17,48,0.7384615384615385,USA,65
828,USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__15.csv,33,4,0.1081081081081081,USA,37
831,USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__4.csv,16,47,0.746031746031746,USA,63
833,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__0.csv,12,38,0.76,USA,50
834,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__5.csv,12,38,0.76,USA,50
835,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__29.csv,19,42,0.6885245901639344,USA,61
836,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__24.csv,18,44,0.7096774193548387,USA,62
837,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__4.csv,12,38,0.76,USA,50
838,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__1.csv,12,38,0.76,USA,50
839,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__8.csv,15,46,0.7540983606557377,USA,61
840,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__7.csv,15,46,0.7540983606557377,USA,61
841,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__2.csv,12,38,0.76,USA,50
842,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__6.csv,15,46,0.7540983606557377,USA,61
843,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__11.csv,15,42,0.7368421052631579,USA,57
844,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__10.csv,15,42,0.7368421052631579,USA,57
847,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__24.csv,15,48,0.7619047619047619,USA,63
848,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__28.csv,15,48,0.7619047619047619,USA,63
849,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__0.csv,18,43,0.7049180327868853,USA,61
855,USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__4.csv,18,43,0.7049180327868853,USA,61
868,USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__8.csv,12,40,0.7692307692307693,USA,52
869,USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__7.csv,12,40,0.7692307692307693,USA,52
870,USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__6.csv,12,40,0.7692307692307693,USA,52
871,USA_CSV0000000000033847__14.csv,USA_CSV0000000000037101__6.csv,14,39,0.7358490566037735,USA,53
872,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__5.csv,13,48,0.7868852459016393,USA,61
874,USA_CSV0000000000033847__14.csv,USA_CSV0000000000034882__2.csv,13,48,0.7868852459016393,USA,61
875,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__8.csv,10,39,0.7959183673469388,USA,49
877,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__7.csv,10,39,0.7959183673469388,USA,49
879,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__9.csv,10,39,0.7959183673469388,USA,49
881,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__11.csv,10,39,0.7959183673469388,USA,49
882,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__2.csv,15,49,0.765625,USA,64
883,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__13.csv,10,39,0.7959183673469388,USA,49
890,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__10.csv,10,39,0.7959183673469388,USA,49
891,USA_CSV0000000000035902__18.csv,USA_CSV0000000000035902__4.csv,16,47,0.746031746031746,USA,63
901,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__26.csv,9,32,0.7804878048780488,USA,41
903,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__28.csv,9,32,0.7804878048780488,USA,41
904,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__19.csv,11,27,0.7105263157894737,USA,38
906,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__22.csv,11,27,0.7105263157894737,USA,38
907,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__24.csv,9,32,0.7804878048780488,USA,41
910,USA_CSV0000000000034882__9.csv,USA_CSV0000000000034882__21.csv,11,27,0.7105263157894737,USA,38
1037,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__40.csv,23,90,0.7964601769911505,USA,113
1038,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__35.csv,23,90,0.7964601769911505,USA,113
1041,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__41.csv,23,90,0.7964601769911505,USA,113
1044,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__37.csv,23,90,0.7964601769911505,USA,113
1045,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__39.csv,23,90,0.7964601769911505,USA,113
1049,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__8.csv,30,87,0.7435897435897436,USA,117
1050,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__2.csv,19,75,0.7978723404255319,USA,94
1051,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__0.csv,19,75,0.7978723404255319,USA,94
1052,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__4.csv,19,75,0.7978723404255319,USA,94
1053,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__9.csv,30,87,0.7435897435897436,USA,117
1054,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__6.csv,19,75,0.7978723404255319,USA,94
1058,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__11.csv,30,87,0.7435897435897436,USA,117
1060,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__5.csv,19,75,0.7978723404255319,USA,94
1061,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__1.csv,19,75,0.7978723404255319,USA,94
1062,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__12.csv,30,87,0.7435897435897436,USA,117
1063,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__7.csv,30,87,0.7435897435897436,USA,117
1064,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__10.csv,30,87,0.7435897435897436,USA,117
1065,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__43.csv,24,91,0.7913043478260869,USA,115
1066,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__47.csv,24,91,0.7913043478260869,USA,115
1067,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__42.csv,24,91,0.7913043478260869,USA,115
1068,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__48.csv,24,91,0.7913043478260869,USA,115
1069,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__46.csv,24,91,0.7913043478260869,USA,115
1070,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__44.csv,24,91,0.7913043478260869,USA,115
1071,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__45.csv,24,91,0.7913043478260869,USA,115
1072,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__36.csv,23,90,0.7964601769911505,USA,113
1073,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__38.csv,23,90,0.7964601769911505,USA,113
1074,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__3.csv,19,75,0.7978723404255319,USA,94
1075,USA_CSV0000000000035897__25.csv,USA_CSV0000000000035897__13.csv,30,87,0.7435897435897436,USA,117
1168,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__9.csv,19,47,0.7121212121212122,USA,66
1169,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__19.csv,21,49,0.7,USA,70
1171,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__18.csv,21,49,0.7,USA,70
1172,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__20.csv,21,49,0.7,USA,70
1174,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__21.csv,21,49,0.7,USA,70
1175,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__14.csv,18,43,0.7049180327868853,USA,61
1176,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__15.csv,17,45,0.7258064516129032,USA,62
1179,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__4.csv,21,46,0.6865671641791045,USA,67
1184,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__11.csv,15,51,0.7727272727272727,USA,66
1185,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__10.csv,15,51,0.7727272727272727,USA,66
1186,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__24.csv,15,57,0.7916666666666666,USA,72
1188,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__8.csv,15,51,0.7727272727272727,USA,66
1189,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__28.csv,15,57,0.7916666666666666,USA,72
1191,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__9.csv,15,51,0.7727272727272727,USA,66
1192,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__26.csv,15,57,0.7916666666666666,USA,72
1194,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__0.csv,12,47,0.7966101694915254,USA,59
1196,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__5.csv,12,47,0.7966101694915254,USA,59
1198,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__29.csv,19,51,0.7285714285714285,USA,70
1200,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__12.csv,18,43,0.7049180327868853,USA,61
1201,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__16.csv,18,43,0.7049180327868853,USA,61
1202,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__1.csv,21,46,0.6865671641791045,USA,67
1203,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__24.csv,18,53,0.7464788732394366,USA,71
1205,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__8.csv,19,47,0.7121212121212122,USA,66
1206,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__7.csv,19,47,0.7121212121212122,USA,66
1207,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__20.csv,12,35,0.7446808510638298,USA,47
1210,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__5.csv,21,46,0.6865671641791045,USA,67
1214,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__4.csv,12,47,0.7966101694915254,USA,59
1215,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__1.csv,12,47,0.7966101694915254,USA,59
1218,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__21.csv,13,33,0.717391304347826,USA,46
1219,USA_CSV0000000000037101__3.csv,USA_CSV0000000000037101__19.csv,13,33,0.717391304347826,USA,46
1220,USA_CSV0000000000037101__3.csv,USA_CSV0000000000033847__2.csv,12,47,0.7966101694915254,USA,59
1221,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__2.csv,21,46,0.6865671641791045,USA,67
1222,USA_CSV0000000000037101__3.csv,USA_CSV0000000000034882__3.csv,21,46,0.6865671641791045,USA,67
1246,USA_CSV0000000000035902__34.csv,USA_CSV0000000000033133.csv,24,88,0.7857142857142857,USA,112
1261,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__9.csv,15,40,0.7272727272727273,USA,55
1266,USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__11.csv,12,42,0.7777777777777778,USA,54
1267,USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__10.csv,12,42,0.7777777777777778,USA,54
1268,USA_CSV0000000000034882__25.csv,USA_CSV0000000000034882__26.csv,27,4,0.1290322580645161,USA,31
1269,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__24.csv,13,46,0.7796610169491526,USA,59
1271,USA_CSV0000000000034882__25.csv,USA_CSV0000000000034882__28.csv,27,4,0.1290322580645161,USA,31
1272,USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101.csv,27,72,0.7272727272727273,USA,99
1273,USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__8.csv,12,42,0.7777777777777778,USA,54
1274,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__28.csv,13,46,0.7796610169491526,USA,59
1275,USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__9.csv,12,42,0.7777777777777778,USA,54
1277,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__8.csv,15,40,0.7272727272727273,USA,55
1278,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__7.csv,15,40,0.7272727272727273,USA,55
1279,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__26.csv,13,46,0.7796610169491526,USA,59
1280,USA_CSV0000000000034882__25.csv,USA_CSV0000000000033847__29.csv,13,46,0.7796610169491526,USA,59
